Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Cluster,PCA1,PCA2,Customer Segment
178,4,675.64,1,3,3,133,1,-0.02125133292312324,0.7730179521932867,Lost Customers
38,1,921.37,3,1,3,313,0,-0.08203221936101354,-0.7005594001370337,Regular Customers
151,3,258.88,1,3,1,131,0,-0.5828534148368973,0.16857613726737022,Regular Customers
162,1,127.1,1,1,1,111,1,-1.3704398858125242,-0.08584291752575898,Lost Customers
69,2,327.6,2,2,2,222,0,-0.4525587062041204,-0.633212825044981,Regular Customers
25,3,682.9100000000001,3,3,3,333,0,0.3799754767971875,-0.6726544557657936,Regular Customers
24,4,720.86,3,3,3,333,0,0.7278115911928725,-0.5226366257736494,Regular Customers
177,1,455.3,1,1,2,112,1,-1.142655184866237,0.22843126586466528,Lost Customers
50,4,913.68,3,3,3,333,0,0.7826000410615,-0.1905410255207052,Regular Customers
256,3,478.53,1,3,2,132,1,-0.8670892033593596,1.1936140551469339,Lost Customers
47,1,388.58,3,1,2,312,0,-0.6051747142235535,-0.9246156007161295,Regular Customers
71,1,199.8,2,1,1,211,0,-0.8862368995871581,-0.825457719267264,Regular Customers
16,5,1771.78,4,4,4,444,2,2.0237781595998445,0.14011802098866455,VIP Customers
101,5,1406.59,2,4,3,243,2,1.3026931048383112,0.6628655871123094,VIP Customers
35,1,324.57,3,1,2,312,0,-0.6078709709876428,-1.0637631653612358,Regular Customers
53,1,240.68,2,1,1,211,0,-0.7664990372434224,-0.9567706270201468,Regular Customers
27,2,761.74,3,2,3,323,0,0.1331348289697341,-0.7480586633673142,Regular Customers
8,9,1297.8700000000001,4,4,3,443,2,2.8677416009814767,0.35205879036204696,VIP Customers
79,1,48.480000000000004,2,1,1,211,0,-1.059850701539297,-0.8423878524107488,Regular Customers
52,1,216.39,2,1,1,211,0,-0.7838638374590625,-0.9790849941934531,Regular Customers
36,5,1198.23,3,4,3,343,2,1.4131960538400128,-0.012613080938933057,VIP Customers
61,9,2920.16,2,4,4,244,2,4.090915052034251,1.7241036061250028,VIP Customers
337,1,104.76,1,1,1,111,1,-2.1953836526446033,1.4029163429215714,Lost Customers
28,4,1093.68,3,3,3,333,0,1.0465261654661302,-0.27750487128514134,Regular Customers
184,1,298.48,1,1,1,111,1,-1.3166436235486103,0.19981173046876732,Lost Customers
52,1,112.46000000000001,2,1,1,211,0,-0.8778387012716351,-1.0378530944717081,Regular Customers
36,2,195.15,3,2,1,321,0,-0.42057006747911363,-0.9912273607173617,Regular Customers
33,4,776.851,3,3,3,333,0,0.7370525687678414,-0.41376161448003007,Regular Customers
11,1,336.4,4,1,2,412,0,-0.4868092874198116,-1.262978925615424,Regular Customers
57,3,1553.18,2,3,3,233,2,1.0197318565826035,0.09398727823949629,VIP Customers
4,4,1293.03,4,3,3,433,2,1.3371458829234408,-0.37068585655445174,VIP Customers
141,1,301.03,2,1,1,211,0,-1.11660086983605,-0.16765971570168478,Regular Customers
117,4,588.13,2,3,2,232,0,0.18013162444349454,0.20019246432946583,Regular Customers
104,4,1534.26,2,3,3,233,2,1.0954156879644819,0.6236577524748308,VIP Customers
75,2,675.8,2,2,3,223,0,-0.16530292783442646,-0.3848438972641113,Regular Customers
5,9,2870.2400000000002,4,4,4,444,2,4.303294702874698,1.2154306056303161,VIP Customers
45,2,1186.35,3,2,3,323,0,0.43429910610559447,-0.3535304857354269,Regular Customers
17,1,243.55,4,1,1,411,0,-0.5983566812288451,-1.2640054623561015,Regular Customers
90,2,724.76,2,2,3,223,0,-0.19001068307040425,-0.22846834104293498,Regular Customers
53,1,223.36,2,1,1,211,0,-0.7821600075237434,-0.9665643679690488,Regular Customers
134,1,425.32,2,1,2,212,0,-0.9720264821478362,-0.15743454480161712,Regular Customers
105,4,1887.2,2,3,4,234,2,1.4099501118884061,0.8318100505290041,VIP Customers
192,3,664.0,1,3,2,132,1,-0.40507855821881894,0.7494092825748419,Lost Customers
166,4,803.54,1,3,3,133,0,0.1495799395562284,0.742387525279345,Regular Customers
19,1,612.01,3,1,2,312,0,-0.27438740566655645,-1.038497868036351,Regular Customers
158,3,447.64000000000004,1,3,2,132,0,-0.444363902625892,0.33536774489234583,Regular Customers
204,2,639.5,1,2,2,122,1,-0.7913368932752944,0.701370055670684,Lost Customers
336,2,816.0,1,2,3,123,1,-1.238749923928058,1.9336517158401691,Lost Customers
37,3,646.3,3,3,2,332,0,0.29168981499280694,-0.5904033238157518,Regular Customers
91,1,337.74,2,1,2,212,0,-0.8534804519552138,-0.5758707641663261,Regular Customers
93,2,877.44,2,2,3,223,0,-0.0657510377310812,-0.11639599788722749,Regular Customers
9,2,922.53,4,2,3,423,0,0.3612968798996871,-0.8115674442620658,Regular Customers
243,1,560.6700000000001,1,1,2,112,1,-1.3508815725252346,0.8542527452014403,Lost Customers
45,4,748.5,3,3,3,333,0,0.6562348026646833,-0.3268403609077605,Regular Customers
23,1,30.0,3,1,1,311,0,-0.8190425919451962,-1.3332828381575446,Regular Customers
190,5,1024.1000000000001,1,4,3,143,2,0.5475710235556469,1.210148243810743,VIP Customers
44,1,306.45,3,1,1,311,0,-0.6656421278494444,-0.9967948478011076,Regular Customers
25,9,1600.86,3,4,3,343,2,3.063534020316036,0.6692365265390677,VIP Customers
317,2,309.8,1,2,2,122,1,-1.609090409885932,1.4844083998818531,Lost Customers
106,1,138.14,2,1,1,211,0,-1.1029394065489617,-0.5600455688146109,Regular Customers
51,1,386.43,3,1,2,312,0,-0.6255129128147272,-0.8915138141034734,Regular Customers
168,2,2222.21,1,2,4,124,2,0.8053174308491134,1.2874691522465784,VIP Customers
40,1,301.32,3,1,1,311,0,-0.6518866003691677,-1.034013172179815,Regular Customers
218,1,76.32000000000001,1,1,1,111,1,-1.6738737922666151,0.36588841359511587,Lost Customers
40,4,684.34,3,3,3,333,0,0.6212131680622097,-0.4060170802060126,Regular Customers
297,1,173.05,1,1,1,111,1,-1.949693537436317,1.0983562792776387,Lost Customers
19,7,2657.13,3,4,4,344,2,3.428372977971772,0.9407609540706925,VIP Customers
88,4,2726.23,2,3,4,234,2,2.2467870966838777,1.1603972126467281,VIP Customers
73,5,2446.6,2,4,4,244,2,2.37184271775469,1.0107254089407214,VIP Customers
81,3,323.69,2,3,2,232,0,-0.20235390732793102,-0.3953331395571193,Regular Customers
49,1,657.23,3,1,2,312,0,-0.3714549446473408,-0.7555464177191216,Regular Customers
53,1,352.7,2,1,2,212,0,-0.6652090897375591,-0.893427967603519,Regular Customers
24,4,781.28,3,3,3,333,0,0.7824441445610592,-0.4884716241493623,Regular Customers
9,3,1333.68,4,3,3,433,0,1.0419867749097875,-0.44194112732286406,Regular Customers
25,5,1426.16,3,4,3,343,2,1.669877224054145,0.021898684924925294,VIP Customers
117,1,193.75,2,1,1,211,0,-1.103240004402689,-0.4342272360265262,Regular Customers
120,2,254.1,2,2,1,221,0,-0.7535436578601942,-0.23722561363099007,Regular Customers
4,2,239.76,4,2,1,421,0,-0.23307999864674425,-1.2405424365626405,Regular Customers
252,1,136.8,1,1,1,111,1,-1.7755371803824307,0.6917862827374944,Lost Customers
28,1,191.04,3,1,1,311,0,-0.6964207956361698,-1.1993245008956885,Regular Customers
267,2,409.98,1,2,2,122,1,-1.2885795887896243,1.1120870014187594,Lost Customers
33,8,2711.11,3,4,4,344,2,3.721725600911446,1.2285337923944435,VIP Customers
18,1,309.65,4,1,2,412,0,-0.5431867327787814,-1.2180492759522186,Regular Customers
172,2,696.68,1,2,3,123,1,-0.5924808662198516,0.45916279297365575,Lost Customers
2,4,1529.0,4,3,3,433,2,1.5597101100478956,-0.25441337917992995,VIP Customers
265,1,211.5,1,1,1,111,1,-1.7677734210823992,0.8455579791687785,Lost Customers
140,4,2293.62,2,3,4,234,2,1.616491656243729,1.3619020083351223,VIP Customers
201,1,143.1,1,1,1,111,1,-1.5353153466730987,0.2578002611753391,Lost Customers
64,4,1060.56,2,3,3,233,0,0.8510313642448719,0.012624844899295658,Regular Customers
35,4,916.98,3,3,3,333,0,0.8545619710578457,-0.31736572134987134,Regular Customers
284,1,133.25,1,1,1,111,1,-1.9259002607788889,0.9643190839500891,Lost Customers
9,5,1072.36,4,4,3,443,2,1.4235432037774822,-0.3154306162533007,VIP Customers
143,2,356.7,1,2,2,122,0,-0.7665377053107483,0.018116180398603236,Regular Customers
12,2,330.03000000000003,4,2,2,422,0,-0.18824496630195825,-1.1208634544725675,Regular Customers
146,4,1101.11,1,3,3,133,0,0.5106173237246641,0.739063394696668,Regular Customers
234,1,150.3,1,1,1,111,1,-1.6805566717497336,0.5449911216831721,Lost Customers
24,1,598.73,3,1,2,312,0,-0.3093880307931853,-1.003110253765984,Regular Customers
12,1,471.40000000000003,4,1,2,412,0,-0.36933905881304374,-1.1780626496399855,Regular Customers
36,5,2211.21,3,4,4,344,2,2.329145804103265,0.5601850545355864,VIP Customers
365,1,190.70000000000002,1,1,1,111,1,-2.246434565380417,1.6917345015444365,Lost Customers
201,2,218.25,1,2,1,121,1,-1.1584410413967077,0.4374325273737183,Lost Customers
15,1,415.25,4,1,2,412,0,-0.4339062277716091,-1.1840750017706057,Regular Customers
213,1,85.0,1,1,1,111,1,-1.643032547237531,0.32789969029674926,Lost Customers
66,3,1120.88,2,3,3,233,0,0.5874537325901242,-0.0732459992475005,Regular Customers
212,2,294.12,1,2,1,121,1,-1.1404222825599442,0.5747070490546871,Lost Customers
283,1,162.3,1,1,1,111,1,-1.8950343361243027,0.9721662723318883,Lost Customers
115,2,1339.45,2,2,3,223,0,0.25083666752184414,0.3335978494132669,Regular Customers
15,8,1188.12,4,4,3,443,2,2.427391777788349,0.21291732472474406,VIP Customers
66,1,449.12,2,1,2,212,0,-0.6378058226725984,-0.7273745128922033,Regular Customers
49,1,154.88,3,1,1,311,0,-0.8256863776911765,-1.039604487331182,Regular Customers
16,4,775.96,4,3,3,433,0,0.81442201206115,-0.5601149079940991,Regular Customers
78,1,34.8,2,1,1,211,0,-1.0676218011386434,-0.858702705065126,Regular Customers
19,4,1094.59,3,3,3,333,0,1.088735815484726,-0.35420472936089314,Regular Customers
134,1,196.88,2,1,1,211,0,-1.178584914644171,-0.28660788096600265,Regular Customers
13,3,946.64,4,3,3,433,0,0.6736260098525204,-0.6264786567507891,Regular Customers
40,1,144.36,3,1,1,311,0,-0.7938118830019146,-1.1227675358830278,Regular Customers
3,8,2463.05,4,4,4,444,2,3.6353825618517974,0.8308847431121296,VIP Customers
40,7,2626.6,3,4,4,344,2,3.304198115470934,1.103664498902076,VIP Customers
305,1,79.2,1,1,1,111,1,-2.0713422145610862,1.1139230452296154,Lost Customers
51,3,458.57,3,3,2,332,0,0.05756240460238017,-0.5764455168433303,Regular Customers
10,6,2364.25,4,4,4,444,2,2.8960111782515416,0.5607969867787834,VIP Customers
61,4,528.01,2,3,2,232,0,0.3832883020241678,-0.3142482127055675,Regular Customers
66,2,714.42,2,2,3,223,0,-0.08899540314660981,-0.44022031589511174,Regular Customers
25,1,205.25,3,1,1,311,0,-0.6697763226104371,-1.2170274775986107,Regular Customers
218,3,253.04,1,3,1,131,1,-0.8962358725448906,0.74009235914834,Lost Customers
65,2,583.75,2,2,2,222,0,-0.20255038918329737,-0.5226881566333248,Regular Customers
32,2,1086.92,3,2,3,323,0,0.40417415771593623,-0.521285970484629,Regular Customers
64,1,315.06,2,1,2,212,0,-0.7498275558730377,-0.820338638480856,Regular Customers
116,3,621.8299999999999,2,3,2,232,0,-0.0937205536165545,0.07353097356383143,Regular Customers
6,1,635.6800000000001,4,1,2,412,0,-0.19320372579365647,-1.136645413362353,Regular Customers
69,1,270.8,2,1,1,211,0,-0.8128407017435664,-0.8024689280555801,Regular Customers
245,1,104.9,1,1,1,111,1,-1.7721918312671576,0.6136924929672969,Lost Customers
133,1,241.62,2,1,1,211,0,-1.1335318870046982,-0.26988864896478804,Regular Customers
241,4,1047.11,1,3,3,133,1,0.024928981306778626,1.5235697924494782,Lost Customers
184,3,475.28000000000003,1,3,2,132,1,-0.538933366781711,0.5740609127007392,Lost Customers
25,3,345.46,3,3,2,332,0,0.07484877811968701,-0.8634684213089204,Regular Customers
10,3,2614.74,4,3,4,434,2,2.1957394284279084,0.2910244992240838,VIP Customers
11,1,246.3,4,1,1,411,0,-0.5682788845478092,-1.3139267350551507,Regular Customers
33,5,2328.9700000000003,3,4,4,344,2,2.4494215399769907,0.6010353038868674,VIP Customers
26,3,933.26,3,3,3,333,0,0.6017466824152155,-0.5225125436208495,Regular Customers
358,1,351.3,1,1,2,112,1,-2.06902820131354,1.7224914700111689,Lost Customers
10,1,218.75,4,1,1,411,0,-0.588591419354318,-1.3380844968874304,Regular Customers
44,2,1612.69,3,2,3,323,0,0.8243998392283515,-0.12103229610713505,Regular Customers
15,3,965.61,4,3,3,433,0,0.6815818614385176,-0.5985931481257117,Regular Customers
150,1,610.01,1,1,2,112,0,-0.878603933239827,0.08427007208857147,Regular Customers
1,8,2708.61,4,4,4,444,2,3.8666181922665683,0.9525799673515456,VIP Customers
113,4,2207.4,2,3,4,234,2,1.6626908541959058,1.0815049019251406,VIP Customers
76,3,884.14,2,3,3,233,0,0.3274049804016551,-0.1213188349469629,Regular Customers
107,2,696.89,2,2,3,223,0,-0.29338619831707946,-0.09837819899718972,Regular Customers
46,3,1063.95,3,3,3,333,0,0.627947585328203,-0.2770251625314323,Regular Customers
143,1,451.42,1,1,2,112,0,-0.9898133372893264,-0.06546165306363437,Regular Customers
51,1,415.82000000000005,3,1,2,312,0,-0.5989380908436746,-0.8748949892484948,Regular Customers
46,3,784.58,3,3,3,333,0,0.37533758144752943,-0.4349972993036455,Regular Customers
50,3,903.9,3,3,3,333,0,0.4648341438234796,-0.333209270597276,Regular Customers
36,5,515.77,3,4,2,342,0,0.7961068057160035,-0.39851587816685524,Regular Customers
79,4,1391.98,2,3,3,233,2,1.0817276312594404,0.3287198046093194,VIP Customers
22,6,2218.62,3,4,4,344,2,2.7091482081353484,0.5814018347652405,VIP Customers
107,5,1801.14,2,4,4,244,2,1.6318591587560929,0.9374435156426947,VIP Customers
208,2,1303.9099999999999,1,2,3,123,1,-0.2089628314709293,1.1113838496101338,Lost Customers
17,4,1945.33,4,3,4,434,2,1.8671831083847532,0.10969466043605591,VIP Customers
64,5,2100.6,2,4,4,244,2,2.100371813503878,0.737862348059914,VIP Customers
49,4,1905.45,3,3,4,334,2,1.6839699673483377,0.36168435491229906,VIP Customers
320,1,206.98,1,1,1,111,1,-2.024779896038698,1.3148680391870762,Lost Customers
44,2,570.96,3,2,2,322,0,-0.11754603664455578,-0.7100873630066504,Regular Customers
3,2,885.47,4,2,3,423,0,0.3553779544756666,-0.8839996192229965,Regular Customers
372,1,15.0,1,1,1,111,1,-2.4374945467240177,1.6524391099640543,Lost Customers
172,1,532.94,1,1,2,112,1,-1.049459406896568,0.2294365596469152,Lost Customers
56,3,1654.31,2,3,3,233,2,1.1157734589395878,0.14259271417307687,VIP Customers
99,2,636.14,2,2,2,222,0,-0.31152886099240384,-0.20136484662931886,Regular Customers
38,1,576.0,3,1,2,312,0,-0.39432028551080855,-0.8958517968761941,Regular Customers
58,3,794.64,2,3,3,233,0,0.3292515433719353,-0.3263562198890971,Regular Customers
254,1,836.79,1,1,3,113,1,-1.1517941474855686,1.1047603283730334,Lost Customers
70,4,2225.15,2,3,4,234,2,1.876477646491658,0.7226284247167735,VIP Customers
44,4,954.09,3,3,3,333,0,0.8467305017585226,-0.2191671316992205,Regular Customers
50,1,137.37,3,1,1,311,0,-0.8461176835793133,-1.0409262848036092,Regular Customers
65,1,391.98,2,1,2,212,0,-0.6848740220630967,-0.768264191276331,Regular Customers
33,3,1048.49,3,3,3,333,0,0.6737494079800315,-0.3972990983499593,Regular Customers
59,2,355.56,2,2,2,222,0,-0.3812915576603055,-0.7031964117076287,Regular Customers
73,4,1224.06,2,3,3,233,2,0.9574833841909164,0.18229173238665047,VIP Customers
304,1,118.95,1,1,1,111,1,-2.030801210114385,1.1278206393939352,Lost Customers
46,1,130.73999999999998,3,1,1,311,0,-0.833718475696062,-1.0789927969088378,Regular Customers
38,2,389.27,3,2,2,322,0,-0.25424129761377384,-0.8643017985587871,Regular Customers
19,2,234.88,3,2,1,321,0,-0.3064705852852902,-1.1146111651387436,Regular Customers
187,2,160.71,1,2,1,121,1,-1.1460899693812414,0.28478471794533977,Lost Customers
52,1,110.8,2,1,1,211,0,-0.87933969495901,-1.0387917555557253,Regular Customers
137,5,712.24,2,4,3,243,0,0.5093054988562781,0.5790971896915257,Regular Customers
19,1,297.0,3,1,1,311,0,-0.5592235631725555,-1.2166229451907158,Regular Customers
16,5,1427.57,4,4,3,443,2,1.7125389806050826,-0.05451844390865269,VIP Customers
41,8,965.16,3,4,3,343,2,2.106226519622805,0.30990659635560736,VIP Customers
8,4,832.88,4,3,3,433,0,0.9026781007071516,-0.596564055773036,Regular Customers
26,2,68.84,3,2,1,321,0,-0.48879586842404665,-1.1484442277603273,Regular Customers
22,6,1936.32,3,4,4,344,2,2.453888859975152,0.42177290463388867,VIP Customers
41,3,895.13,3,3,3,333,0,0.49829101137593773,-0.4153827668015133,Regular Customers
101,1,211.89,2,1,1,211,0,-1.013261017400912,-0.5612399085364735,Regular Customers
277,2,149.64,1,2,1,121,1,-1.5699677693046277,1.0506693454886915,Lost Customers
33,1,351.44,3,1,2,312,0,-0.5743776956885409,-1.0657280570638152,Regular Customers
15,2,316.25,4,2,2,422,0,-0.21450062770987696,-1.102917330621376,Regular Customers
2,2,490.33,4,2,2,422,0,0.0026857392220919142,-1.1160142653166425,Regular Customers
369,1,329.03000000000003,1,1,2,112,1,-2.1397489126448304,1.8042718960382553,Lost Customers
312,5,501.39,1,4,2,142,1,-0.4860914727993176,1.9612618712544732,Lost Customers
199,4,516.36,1,3,2,132,1,-0.26184362750198187,0.8631187171649062,Lost Customers
2,2,396.48,4,2,2,422,0,-0.08217465689846937,-1.1690825440726726,Regular Customers
93,3,379.35,2,3,2,232,0,-0.20720782965395032,-0.26090715325631625,Regular Customers
60,1,181.09,2,1,1,211,0,-0.8525708396466035,-0.9304106339829191,Regular Customers
81,1,168.31,2,1,1,211,0,-0.9606959202493063,-0.7574702010543637,Regular Customers
157,2,420.07,1,2,2,122,1,-0.7736172151591086,0.17406061279072874,Lost Customers
227,1,511.68,1,1,2,112,1,-1.3216024085556715,0.6892808446372328,Lost Customers
253,2,258.25,1,2,1,121,1,-1.3613963453367122,0.9061786573496725,Lost Customers
150,1,179.17,1,1,1,111,1,-1.2681750900281343,-0.1593520613077858,Lost Customers
194,2,208.59,1,2,1,121,1,-1.1349859937228697,0.3719145342954133,Lost Customers
1,5,1383.83,4,4,3,443,2,1.741966728038709,-0.207942306841534,VIP Customers
369,1,56.25,1,1,1,111,1,-2.386400152429239,1.6500261306778934,Lost Customers
24,1,337.28000000000003,3,1,2,312,0,-0.5457945365547276,-1.1509493744986865,Regular Customers
17,3,351.73,4,3,2,432,0,0.11730647503946144,-0.9285580413200677,Regular Customers
8,1,164.68,4,1,1,411,0,-0.6282851495107113,-1.3858175983131114,Regular Customers
20,7,1567.69,3,4,3,343,2,2.4386885616572815,0.33330724347144974,VIP Customers
4,3,882.72,4,3,3,433,0,0.6572155268876748,-0.7398371883668013,Regular Customers
174,1,191.94,1,1,1,111,1,-1.3669931322047473,0.05377397766135587,Lost Customers
1,8,1228.88,4,4,3,443,2,2.528626994062219,0.11585408430774326,VIP Customers
178,2,264.62,1,2,1,121,1,-1.0107463737002287,0.26632708375739966,Lost Customers
16,8,1502.8600000000001,4,4,3,443,2,2.707385262641358,0.399469108676836,VIP Customers
248,1,123.1,1,1,1,111,1,-1.7695307588664928,0.6497219791479276,Lost Customers
191,2,334.23,1,2,2,122,1,-1.007585058899437,0.4172205965033539,Lost Customers
20,2,525.69,3,2,2,322,0,-0.048114919070161515,-0.9415908027170918,Regular Customers
154,4,167.5,1,3,1,131,0,-0.3703533165988539,0.27978074383283175,Regular Customers
173,1,323.03000000000003,1,1,2,112,1,-1.2438613064298407,0.1193205497859931,Lost Customers
373,1,369.5,1,1,2,112,1,-2.1215495504191866,1.86147352325381,Lost Customers
373,1,127.08,1,1,1,111,1,-2.340748881559799,1.724395077478244,Lost Customers
194,1,207.15,1,1,1,111,1,-1.4452107540014285,0.2339622129783021,Lost Customers
67,1,426.63,2,1,2,212,0,-0.6627401096228599,-0.7315122936166819,Regular Customers
4,8,2495.87,4,4,4,444,2,3.660460299509189,0.8580224711569213,VIP Customers
21,3,1107.46,3,3,3,333,0,0.7822532739107385,-0.466906578589987,Regular Customers
239,2,416.86,1,2,2,122,1,-1.1535996193898734,0.8757546993130463,Lost Customers
64,1,145.35,2,1,1,211,0,-0.9032815550805013,-0.9163025978595019,Regular Customers
112,5,404.58000000000004,2,4,2,242,0,0.3460786855138533,0.19064371768459398,Regular Customers
311,1,35.8,1,1,1,111,1,-2.138176272321513,1.1408584305399314,Lost Customers
134,1,337.44,2,1,2,212,0,-1.051488726272236,-0.2071270364060918,Regular Customers
277,1,325.1,1,1,2,112,1,-1.7202372384406472,1.0127466300526862,Lost Customers
365,1,181.0,1,1,1,111,1,-2.2552054321078487,1.6862495542462639,Lost Customers
83,1,1708.24,2,1,4,214,0,0.42253183419794754,0.13045504392417104,Regular Customers
8,2,955.24,4,2,3,423,0,0.3954722243710156,-0.801650677827554,Regular Customers
17,2,364.72,4,2,2,422,0,-0.179870490715712,-1.0583507967080417,Regular Customers
32,4,1744.71,3,3,4,334,2,1.6168018564650282,0.12494308813373654,VIP Customers
9,2,708.22,4,2,3,423,0,0.1675149780073324,-0.9327508520426185,Regular Customers
34,4,781.91,3,3,3,333,0,0.73702844753655,-0.4023215794192142,Regular Customers
15,8,1657.28,4,4,3,443,2,2.8516123792153336,0.4782078272413047,VIP Customers
32,1,428.89,3,1,2,312,0,-0.4997478587032656,-1.030512678039588,Regular Customers
74,1,104.35,2,1,1,211,0,-0.9863396419877911,-0.853692589832748,Regular Customers
20,2,470.76,3,2,2,322,0,-0.09778334271323495,-0.9726514372623103,Regular Customers
17,4,808.87,4,3,3,433,0,0.8395811288943631,-0.5329262886857158,Regular Customers
23,2,397.68,3,2,2,322,0,-0.17765883885689457,-0.9882370015329365,Regular Customers
3,3,666.1,4,3,2,432,0,0.4659434279414268,-0.870906185834698,Regular Customers
304,1,314.09999999999997,1,1,2,112,1,-1.854344030541369,1.2381698626143862,Lost Customers
367,1,307.82000000000005,1,1,2,112,1,-2.149730201495719,1.7751197604082392,Lost Customers
84,1,371.01,2,1,2,212,0,-0.7912075374145067,-0.6171136245115849,Regular Customers
165,2,427.64,1,2,2,122,1,-0.8035606032636612,0.24697617822524784,Lost Customers
17,2,1054.73,4,2,3,423,0,0.4440455660466589,-0.6681787879232944,Regular Customers
77,1,1098.78,2,1,3,213,0,-0.10095864945099894,-0.26564556747737544,Regular Customers
89,3,2398.86,2,3,4,234,2,1.6372536371074482,0.8467243881146767,VIP Customers
22,4,1465.12,3,3,3,333,2,1.409978276965384,-0.11894725539004213,VIP Customers
3,10,2780.63,4,4,4,444,2,4.540387933864862,1.2847391707705687,VIP Customers
123,2,1142.42,2,2,3,223,0,0.0358912863830152,0.29082060895024947,Regular Customers
30,1,168.11999999999998,3,1,1,311,0,-0.7263424293297711,-1.1951260481799357,Regular Customers
12,7,1432.77,4,4,3,443,2,2.35348041597437,0.18838054005525257,VIP Customers
19,1,156.78,3,1,1,311,0,-0.686012319102498,-1.2959115338659484,Regular Customers
44,2,792.11,3,2,3,323,0,0.08242068261023519,-0.5850362191931596,Regular Customers
4,1,41.989999999999995,4,1,1,411,0,-0.7208289099146455,-1.4895112221117328,Regular Customers
9,7,2777.67,4,4,4,444,2,3.583352172044,0.9231275138889536,VIP Customers
55,1,414.27,2,1,2,212,0,-0.6187337615960383,-0.8414539275452302,Regular Customers
88,6,1032.58,2,4,3,243,2,1.3332120266132281,0.47698457283056983,VIP Customers
30,5,2735.37,3,4,4,344,2,2.830689334841007,0.8050994901602643,VIP Customers
12,4,578.71,4,3,2,432,0,0.6544601255544024,-0.7059691163856839,Regular Customers
211,1,101.4,1,1,1,111,1,-1.619006382725667,0.32001444826304953,Lost Customers
48,4,1693.81,3,3,4,334,2,1.4972008494642142,0.23343134069645363,VIP Customers
24,3,478.78,3,3,2,332,0,0.1999969990288383,-0.7966608767641878,Regular Customers
22,4,972.11,3,3,3,333,0,0.9641921939456937,-0.39772394275829503,Regular Customers
246,3,392.4,1,3,2,132,1,-0.8989837233653033,1.0591173100050586,Lost Customers
35,3,1415.29,3,3,3,333,0,0.9962176898549452,-0.1727301651142261,Regular Customers
38,3,646.83,3,3,2,332,0,0.28757051279156337,-0.5815242502305464,Regular Customers
4,3,704.55,4,3,3,433,0,0.4961118851529874,-0.8405849265230287,Regular Customers
3,8,1465.51,4,4,3,443,2,2.7333938613072606,0.26681728663593807,VIP Customers
47,1,211.88,3,1,1,311,0,-0.7649491627531559,-1.0245321149003657,Regular Customers
39,2,408.9,3,2,2,322,0,-0.24109013027955958,-0.844622467922541,Regular Customers
17,3,851.01,4,3,3,433,0,0.5687619739747184,-0.6462359292549548,Regular Customers
260,1,602.63,1,1,2,112,1,-1.39111588946505,1.0238288532091844,Lost Customers
46,3,719.8100000000001,3,3,3,333,0,0.31677170124796894,-0.47162204533484514,Regular Customers
12,1,251.03,4,1,1,411,0,-0.5686004918773815,-1.3026727358356853,Regular Customers
30,1,439.65999999999997,3,1,2,312,0,-0.4808124137455707,-1.041581451340165,Regular Customers
43,1,236.09,3,1,1,311,0,-0.7246640239550607,-1.045159887348312,Regular Customers
92,6,934.62,2,4,3,243,2,1.226241174294713,0.4559097820578741,VIP Customers
310,1,331.24,1,1,2,112,1,-1.866437029365847,1.299338104567111,Lost Customers
92,2,547.9,2,2,2,222,0,-0.359126875941408,-0.31131656740766506,Regular Customers
196,3,437.7,1,3,2,132,1,-0.6280961152588347,0.655763549920964,Lost Customers
87,2,758.9200000000001,2,2,3,223,0,-0.14532715940423246,-0.23489042098312066,Regular Customers
270,3,855.02,1,3,3,133,1,-0.5910415183939728,1.5266148481580069,Lost Customers
8,3,471.78,4,3,2,432,0,0.2672440695844684,-0.937889175570636,Regular Customers
65,3,1313.55,2,3,3,233,0,0.7662669988882506,0.027121506343267248,Regular Customers
22,5,1177.47,3,4,3,343,2,1.4588040823745438,-0.14446332731300363,VIP Customers
38,4,773.99,3,3,3,333,0,0.7114729395621516,-0.3724824882612443,Regular Customers
120,4,1340.7,2,3,3,233,2,0.8468196451558972,0.651477697660507,VIP Customers
373,2,256.44,1,2,1,121,1,-1.9148571860469068,1.934680848113111,Lost Customers
40,3,1074.81,3,3,3,333,0,0.6653585499638235,-0.32236056692242193,Regular Customers
174,1,137.9,1,1,1,111,1,-1.4158568062202523,0.023216601167206828,Lost Customers
54,1,362.06,2,1,2,212,0,-0.661344190577646,-0.8795558956015238,Regular Customers
33,2,1511.95,3,2,3,323,0,0.7838933014729055,-0.2723697702938309,Regular Customers
145,1,783.9,1,1,3,113,0,-0.6983776477943557,0.1397007449892862,Regular Customers
221,1,134.8,1,1,1,111,1,-1.6347910176204925,0.42469456752527124,Lost Customers
45,1,650.75,3,1,2,312,0,-0.35892010480438696,-0.7935281110516982,Regular Customers
16,7,2263.12,4,4,4,444,2,3.0858995937323415,0.6922265148873576,VIP Customers
66,6,1453.16,2,4,3,243,2,1.8146737301194527,0.5260587292305001,VIP Customers
10,4,1153.62,4,3,3,433,2,1.183498328822736,-0.3980401403263574,VIP Customers
260,1,335.32,1,1,2,112,1,-1.6328210837856387,0.8726761457582045,Lost Customers
365,1,367.14,1,1,2,112,1,-2.0868952122476325,1.7915039965227424,Lost Customers
